Key,Value
ui_localize_guild_crew_settiing_subboss_strikes,Strip the Vice Guild Leader position
ui_localize_guild_crew_settiing_commander_strikes,Strip the Mercenary Caption position
ui_localize_guild_crew_settiing_changeboss_desc,Would you like to hand over the position of Guild Leader to <%1%>?
ui_localize_guild_crew_settiing_guildout_desc,Would you like to kick <%1%> out of the Guild?
ui_localize_guild_crew_settiing_subboss_desc,Would you like to promote <%1%> to the Vice Guild Leader?<%enter%><%enter%>Vice Guild Leader can be entrusted with some rights of the Guild Leader.
ui_localize_guild_crew_settiing_subboss_strikes_desc,Would you like to strip <%1%> from the Vice Guild Leader position?
ui_localize_guild_crew_settiing_commander_desc,Would you like to promote <%1%> to the Mercenary Captain?<%enter%><%enter%>Mercenary Captain can lend Mercenaries to other members of the Guild.
ui_localize_guild_crew_settiing_commander_striker_desc,Would you like to strip <%1%> from the Mercenary Captain position?
ui_locailze_guild_check_count,Attendance Check Count: <%1%>/<%2%>
ui_locailze_guild_check_present,Present Attendance Check Situation
ui_locailze_guild_check_reward,Attendance Check Rewards
ui_locailze_guild_check_clear,Attendance Check Complete
ui_locailze_guild_check_reward_day,Day <%1%> Reward
ui_localize_guild_admin_out_desc,"If you leave <%1%> Guild, you can't join another Guild for <%2%> hours.<%enter%><%enter%>Would you like to leave the Guild?"
ui_localize_guild_admin_disperse,Disband Guild
ui_localize_guild_admin_disperse_desc,"If you leave <%1%> Guild, it will be disbanded.<%enter%>You won't get the penalty for joining another Guild.<%enter%><%enter%>Would you like to leave the Guild?"
ui_localize_guild_singin_create_desc,Would you like to create a Guild using <%1%> Stars?
ui_localize_guild_hunting_challenge,Challenge
ui_localize_guild_hunting_challenge_count,Challenge Count
ui_localize_guild_hunting_record,Training Record
ui_localize_guild_hunting_time,Training Time
ui_localize_guild_hunting_time_bestcrew,Member with the Highest Amount of Damage
ui_localize_guild_hunting_time_best,Highest Amount of Damage
ui_localize_guild_hunting_time_reward,Additional Rewards for the Guild Members Participated
ui_localize_guild_hunting_record_damage,Amount of Damage
ui_localize_guild_hunting_sweep,Sweep
ui_localize_guild_hunting_sweep_desc,Sweep the Boss in a heartbeat with the most recent amount of damage.
ui_localize_guild_hunting_sweep_last,Last Amount of Damage
ui_localize_guild_hunting_sweep_reward,Number of Rewards Obtained
ui_localize_guild_hunting_sweep_reward_count,<%1%>
ui_localize_guild_hunting_result_damege,Total Amount of Damage
ui_localize_guild_reserch_nothing,No search results found.
ui_localize_guild_people,Members
ui_localize_guild_join_request_nothing,There are no received Join Request.
ui_localize_guild_write_guild_name,Please enter the name of the Guild.
ui_localize_worldarena_group_number,Number: <%1%>
ui_localize_training_no_more_training,You can’t train anymore.
ui_localize_vip_title,CP Level <%1%>
ui_localize_vip_reawrd,Available to receive upon reaching the corresponding CP Level<%enter%><color=#F7A746>CP <%1%></color>
ui_localize_vip_benefit,Privilege
ui_localize_vip_hunting_gold,Additional Auto Hunting Gold: <color=#82c107>+<%1%>%</color>
ui_localize_vip_hunting_heroexp,Additional Auto Hunting Hero EXP: <color=#82c107>+<%1%>%</color>
ui_localize_vip_fast_reawrd,Additional daily Quick Reward: <color=#82c107>+<%1%> time(s)</color>
ui_localize_vip_arena_free_ticket,Additional free daily Colosseum fights: <color=#82c107>+<%1%> time(s)</color>
ui_localize_vip_hero_count,Additional Hero owning limit: <color=#82c107>+<%1%> Hero(es)</color>
ui_localize_vip_bounty_solo_count,Additional new Solo Requests at the Request Board: <color=#82c107>+<%1%> Request(s)</color>
ui_localize_vip_hunting_time,Additional Auto Hunting reward accumulation time limit: <color=#82c107>+<%1%> hour(s)</color>
ui_localize_vip_guild_boss_try,Additional challenges for Guild Boss Training Camp: <color=#82c107>+<%1%> time(s)</color>
ui_localize_vip_bounty_team_count,Additional new Team Requests at the Request Board: <color=#82c107>+<%1%> Request(s)</color>
ui_localize_vip_arena_battle_skip,Unlock Skip Colosseum Battle
ui_localize_vip_bounty_auto,Unlock Auto-fill the Request Board / Mass Dispatch
ui_localize_vip_guild_boss_fast,Unlock Sweep for hunting at the Guild Boss Training Camp
ui_localize_vip_battle_speed_x4,Unlock 4X Battle Acceleration
ui_localize_vip_maze_gold,Additional Gold from battles at the Sky Maze: <color=#82c107>+<%1%>%</color>
ui_localize_guild_crest_unlock,Unlock Level <%1%>
ui_localize_guild_info,Guild Info
ui_localize_warning_emptycamera,No camera was detected from the device.
ui_localize_camera,Film
animationclip_name_idle,Basic
animationclip_name_move,Move
animationclip_name_jump,Jump
animationclip_name_stun,Stun
animationclip_name_freeze,Freeze
animationclip_name_sleep,Sleep
animationclip_name_horror,Fear
animationclip_name_fall,Tripped
animationclip_name_death_01,Death 1
animationclip_name_death_02,Death 2
animationclip_name_death_03,Death 3
animationclip_name_atk_01,Attack 1
animationclip_name_atk_02,Attack 2
animationclip_name_win,Win
animationclip_name_lose,Lose
ui_localize_warning_camera_fever,The device may heat up while using the filming function.
ui_localize_camera_mirror,Mirror
ui_localize_camera_animspeed,Character Speed
ui_localize_camera_repeat,Repeat
ui_localize_worldarena_interim_left,Settlement in <%enter%><color=#85c705><%1%> second(s)</color>
ui_localize_worldarean_not_use_time,Preparing for a new group.<%enter%><%enter%>Starts after
ui_localize_Revert_lock_hero,This Hero is currently locked. You have to unlock the Hero first before Reverting them.
ui_localize_Question_Revert_Hero,Are you sure you want to Revert the Hero?
ui_localize_vip_sub_title,CP Level <%1%>
ui_localize_SoundVoice,Voice
ui_localize_guild_house,Guild HQ
ui_localize_GuildCoin,Guild Coin
ui_localize_worldcoin,Training seal
ui_localize_mail_guild_boss_damage_title,Boss training ground Reward
ui_localize_mail_guild_boss_damage_desc,"<%1%> recorded the highest damage <%2%> in the Boss training ground, rewards will be given to all participated guild members. 	 "
ui_localize_guild_name_placeholder,The Guild name is can be made with 2~12 characters.
ui_localize_guild_join_welcome," Welcome to the Guild.	"
ui_not_allow_because_of_long_message,The maximum number of characters has been exceeded.
ui_localize_guild_general_cooltime,"A new mercenary leader can be promoted after <%1%> days after the mercenary captain is cancelled. <%enter%> However, it does not affect the number of mercenary captains that have not yet been assigned."
ui_localize_equipreset_caution,"<Caution><%enter%>If you quit without saving, it will be saved with the previous element."
ui_localize_area_minigame,Mini-Game
ui_localize_artifact_info,Artifact Info
ui_localize_artifact,Artifact
ui_localize_artifact_effect,Artifact Effect
ui_localize_artifact_enhance_info,Artifact Effect unlocked on <%1%> enhances
ui_localize_artifact_upgrade,Artifact Enhance
ui_localize_leaflet,Flyer
ui_localize_guild_boss_unlock_title,Boss Unlock
ui_localize_guild_boss_unlock_desc,<%1%> Would you like to unlock Boss using Guild Points?<%enter%><%enter%>You can attack the Boss only for <%2%> hours.
ui_localize_server_local_area_change,Select Region
ui_localize_server_local_asia1,Asia 1
ui_localize_server_local_asia2,Asia 2
ui_localize_server_local_europe,Europe / Africa
ui_localize_server_local_northamerica,America
ui_localize_community_Facebook,Facebook
ui_localize_community_Discord,Discord
ui_localize_community_NaverCafe,Naver Cafe
ui_localize_community_Twitter,Twitter
ui_localize_community_Lobi,Lobby
ui_localize_not_held,Not Owned
ui_localize_holding,Owned
ui_localize_not_held_desc,You don't own any Artifact.
ui_localize_whisper,Whisper
ui_localize_locale_lang_channel,Select Language Channel
ui_localize_skin,Costume
ui_localize_applying,Applied
ui_localize_buy_impossible,Unable to Purchase
ui_localize_skin_purchase,Purchase Costume
ui_localize_skin_exchange_detail,You can purchase the Costume using 60 currencies.<%enter%>Would you like to purchase?
ui_localize_skin_purchase_detail,You can go to the Trading Post to purchase the Costume.<%enter%>Would you like to purchase?
ui_localize_move_store,Go to Trading Post
ui_localize_cash_shop_sub_skin_detail,Costume Shop
ui_localize_not_get_hero,You don't own the applicable Hero.
ui_localize_cash_shop_sub_piece,Thread Gift
ui_localize_cash_shop_sub_skin,Costume Gift
ui_localize_cash_shop_main_skin,Costume
ui_localize_already_hold,Equipping
ui_localize_enhance_complete,Enhancement Complete
ui_localize_enhance_max,You can’t enhance anymore.
ui_localize_decomposition,Dismantle
ui_localize_server_local_area_change_desc,"When you change to another region, you’ll start all over in that region’s server. If you have a record of playing in the region, you will be logged in to the server where you played most recently."
ui_localize_not_friend,"There is no friend, please add a friend."
ui_localize_clear,Clear
ui_localize_proceeding,In Progress
ui_localize_chapter_idle_get,New Auto Hunting Rewards
ui_localize_chapter_idle_not_get,There are no new auto hunting rewards
ui_localize_cash_shop_sub_skin_piece_detail,Skein shop
ui_localize_option_notice_enable,Summon Notification
ui_localize_hero_health_abbreviation,HP
ui_localize_hero_attack_abbreviation,ATK
ui_localize_hero_defense_abbreviation,DEF
ui_localize_hero_mr_abbreviation,MDEF
ui_localize_hero_pcri_abbreviation,CRI
ui_localize_hero_mcri_abbreviation,MCRI
ui_localize_hero_dodg_abbreviation,EVA
ui_localize_hero_spd_abbreviation,SPD
ui_localize_hero_hast_abbreviation,ACL
ui_localize_hero_acc_abbreviation,ACC
ui_localize_hero_rghp_abbreviation,RHPS
ui_localize_hero_prdc_abbreviation,PDR
ui_localize_hero_mrdc_abbreviation,MDR
ui_localize_hero_shp_abbreviation,HPD
ui_localize_vip_minigame_race_skip,minigame(Race) Skip Open
ui_localize_area_cromanyon_challenge_impossible,Unable to take on challenge. You can only challenge up to 10 floors per day.
ui_localize_area_cromanyon_fire,Tower of Salamander
ui_localize_area_cromanyon_water,Tower of Undine
ui_localize_area_cromanyon_nature,Tower of Sylph
ui_localize_area_cromanyon_wind,Tower of Nymph
ui_localize_monday_abbreviation,MON
ui_localize_tuesday_abbreviation,TUE
ui_localize_wednesday_abbreviation,WED
ui_localize_thursday_abbreviation,THU
ui_localize_friday_abbreviation,FRI
ui_localize_saturday_abbreviation,SAT
ui_localize_sunday_abbreviation,SUN
ui_localize_not_enter,You can’t enter.
ui_localize_guild_defender_captain_designate,You have been appointed as the Defense Leader.
ui_localize_guild_attacker_captain_designate,You have been appointed as the Attacking Leader.
ui_localize_troop_formation,Unit Organization
ui_localize_my_hero,My Heroes
ui_localize_attack_team,Offensive Unit
ui_localize_defence_team,Defensive Unit
ui_localize_guild_defender_captain,Defensive Captain
ui_localize_guild_attacker_captain,Offensive Captain
ui_localize_guild_attacker_captain_select,Select a <%1%>.
ui_localize_battle_record,Record
ui_localize_maximum_sin,Most Wins
ui_localize_master_score,Performance Score
ui_localize_guild_user_pick,Select the members to participate in <%1%>.
ui_localize_guild_user_pick_caution,Caution: Organization
ui_localize_guild_user_pick_desc,You haven’t finished organizing your unit.<%enter%>You may get disadvantages in the battlefield if you don’t complete it.<%enter%>Would you like to save?
ui_localize_guild_user_pick_unapply,Caution: Organization Not Applied
ui_localize_guild_user_pick_unapply_desc,"You haven’t applied the changes to your forces.<%enter%>If you close it without saving, then the previous organization of your forces will be saved.<%enter%>Would you like to save?"
ui_localize_guild_user_pick_overlap,Another princess from the guild is already had been selected. <%enter%>Do you want to replace?
ui_localize_guild_user_pick_impossible,You can’t use this Hero since they are deployed for <%1%>.
ui_localize_guild_my_rank,My Guild’s Ranking
ui_localize_select_formation,Formation Settings
ui_localize_auto_placement,Auto Deploy
ui_localize_select_formation_desc,Select a formation to deploy the princesses.
ui_localize_vanguard_unit,Vanguard
ui_localize_supply_unit,Rearguard
ui_localize_pick_unit_confirm,Confirm Unit Organization
ui_localize_pick_unit_confirm_desc,Saving the changed placement. Would you like to save?
ui_localize_purchase_formation,Purchase Formation
ui_localize_purchase_formation_desc,You can purchase formations using <%1%> Guild Points.<%enter%>Would you like to purchase?
ui_localize_friendly_information,Ally Info
ui_localize_enemy_information,Enemy Info
ui_localize_reset_list_desc,You can refresh the battlefield list using <%1%> Stars.<%enter%>Would you like to refresh?
ui_localize_reset_list,Refresh List
ui_localize_hp_mp_display,Display HP/MP Gauges
ui_localize_buff_display,Display Buff/Debuff Icons
ui_localize_damage_display,Display Damages
ui_localize_faction_tower,Tower of Spirits
ui_localize_arena_100ticket_daily_winreward_count,The available amount of daily winning reward: <%1%>/<%2%>
ui_localize_arena_100ticket_daily_winreward_result,"Acquire all of the daily winning rewards. "
ui_localize_guild_user_pick_max,Already selected all the hero. Please release the <%enter%>selected hero and re-select it.
ui_localize_camp_guildwar,Guild War
ui_localize_guild_user_pick_release_caution,Dismissing Hero will cause a disadvantage from the battle.<%enter%><%enter%>Do you want to dismiss?
ui_localize_guild_user_pick_not_possesion,There is no <%1%>Level and over.
ui_localize_guild_char_pick_max,Can not join anymore.
ui_localize_ticket_purchase_caution,"<Caution><%enter%>If you buy the ticket, then it will be bound to the guild, and only the Attacking Leader will be able to use it.<%enter%>Would you like to purchase?"
ui_localize_guild_attack_captain_win_rate,<%1%>Win <%2%>Lose (<%3%>)
ui_localize_guild_defend_captain_win,Repulse
ui_localize_attack_unit,Offensive Member
ui_localize_defence_unit,Defensive Member
ui_localize_mail_guildwar_season_reward_titile,Guild War Seasonal Rewards
ui_localize_mail_guildwar_season_reward_desc,Congratulations.<%enter%>You have ranked <%rank:st/nd/rd/th%> in the Guild War this season.<%enter%>We provide you Seasonal Rewards according to your final ranking.<%enter%>We look forward to your performance in the next season.
ui_localize_profileskin_border_arena_1_title,Legendary Gladiator
ui_localize_profileskin_border_arena_2_title,Stone-cold Gambler
ui_localize_profileskin_border_arena_3_title,Furious Fighter
ui_localize_profileskin_border_arena_1_desc,Colosseum Season 1st Rank Frame
ui_localize_profileskin_border_arena_2_desc,Colosseum Season 2nd Rank Frame
ui_localize_profileskin_border_arena_3_desc,Colosseum Season 3rd Rank Frame
ui_localize_guild_war_settle,Arena Evaluation
ui_localize_guild_war_reward,Arena Reward
ui_localize_guild_war_guild_reward,Guild Reward
ui_localize_guild_war_guild_member_reward,Guild Member Reward
ui_localize_profileskin_border_cp_1_title,CP Beginner
ui_localize_profileskin_border_cp_2_title,CP Master
ui_localize_profileskin_border_cp_3_title,CP Legend
ui_localize_profileskin_border_cp_1_desc,CP Level 5 Achiever Frame
ui_localize_profileskin_border_cp_2_desc,CP Level 10 Achiever Frame
ui_localize_profileskin_border_cp_3_desc,CP Level 15 Achiever Frame
ui_localize_profileskin_border_summer_skin_1_title,Hot Summer
ui_localize_profileskin_border_summer_skin_2_title,Summer Festival
ui_localize_profileskin_border_summer_skin_1_desc,Kate Summer Skin Limited Edition Frame
ui_localize_profileskin_border_summer_skin_2_desc,Sophia Summer Skin Limited Edition Frame
ui_localize_guild_war_guild_position_reward,Reward by position
"ui_localize_position_reward ",<%1%>Reward
ui_localize_guild_member,Guild Member
ui_localize_guild_defence_deck_not_setting,The defense team has not set.<%enter%>Need to be set the defense team.
ui_localize_guild_not_participation,Can not participate.
ui_localize_guild_participation_my_hero,Participate Character
ui_localize_guild_participation_none_hero,None
ui_localize_guild_change_alter_hero,The number of heroes has exceeded for<%1%>. Please <%enter%>replace the hero.
ui_localize_arena_season_start_time,Until Season start <%1%>Day <%2%>Hour <%3%> Minuate
ui_localize_guildwar_season_start_info,Guild Battle Progress Guide
ui_localize_guildwar_season_start_desc,Guild war will be held every other week from Friday to Sunday.
ui_localize_arena_season_start_time_sec,Until Season start : <%1%>second
ui_localize_rank,"<%1%>th (nd, st) place"
ui_localize_vanguard_not_unit,You must set the princess on the spearhead.
ui_localize_guild_purchase_ticket_info,You can't purchase the entry ticket. <%enter%> Only the guild leader and the attack captain can purchase the guild war entry ticket.
ui_localize_guild_captain_change,"This user is taking the role of <%1%>.<%enter%>If you change their role, <%2%> will be changed into the Guild Leader."
ui_localize_guildwar_settlement_time,Guild War is under maintenance.
ui_localize_guild_master_change,The Guild Leader will be changed due to prolonged absence.
ui_Popup_LvSync_Crystal_Levelup_Title,Crystal Level-up
ui_Popup_LvSync_Crystal_Levelup_MaxLv,Reached the current max Level.
ui_localize_lvsync_crystal_stepup,Enhance Crystal
ui_localize_lvsync_crystal_lock_popup_title,Unlock
ui_Popup_LvSync_Crystal_Levelup_Unlock_Title,Unlock
ui_Popup_LvSync_Crystal_Levelup_Unlock_Desc,Unlocks the power of the Crystal to raise your Heroes’ Levels.<%enter%><%enter%>Would you like to unlock the Crystal?
ui_localize_lvsync_crystal_levelup_heroinfo,You can raise your Heroes’ Levels through the Crystal Room.
ui_localize_guildwar_mock_game,Mock Battle
ui_localize_lvsync_crystal_level,Crystal Level
ui_localize_role,Role
ui_localize_dismantle,Dismantle
ui_localize_dismantle_desc,"You can get Jewel of Goddess and Slime Coins by dismantling Slimes.<%enter%>Only the C / B / B+ Grade Slimes can be dismantled, and you can promote them at the Temple of Goddess."
ui_localize_dismantle_btn_all,Select All
ui_localize_dismantle_btn_all_clear,Unselect All
ui_localize_dismantle_popup_desc,Would you like to dismantle the selected Slime(s)?
ui_localize_shop_slime,Slime Shop
ui_localize_shop_slime_desc,Slime Coin can be obtained by dismantling Slimes!
ui_localize_dismantle_not_slime,You don't own any Slime.
ui_localize_Dismiss_lock_hero,This Slime is currently locked. You have to unlock the Slime first to Dismantle them.
ui_localize_select_package_item,You have to choose an item to purchase.
ui_localize_select_package,Surprise Gift
ui_localize_profileskin_guild_default_1_title,Guild
ui_localize_profileskin_guild_default_1_desc,Guild Basic Frame
ui_localize_guild_border_expire,Until <%2%>/<%3%>/<%1%> <%4%>:<%5%>
ui_localize_dismiss,Slime Coin
ui_raidboss_skip_direction_desc,Would you like to skip this cutscene?
ui_raidboss_level_step,<%1%> Level <%2%>
ui_raidboss_mission_challenge_count,Achieve <%1%> challenges for the whole server
ui_raidboss_mission_people_count,Achieve <%1%> participants for Raid Boss
ui_raidboss_mission_damage,Achieve accumulated damage of <%1%> for the whole server
ui_raidboss_challenge_btn,Challenge
ui_raidboss_challenge_couint,Challenge Count <%1%>/<%2%>
worldboss_name_1,Goadhog
ui_raidboss_level_step_reward,Level Clear Reward
ui_raidboss_mission_btn,Mission
ui_raidboss_mission_level,Overcome Level <%1%> Boss in the server
ui_raidboss_title,Raid Boss
ui_raidboss_warning_message,Raid Boss Emerges
ui_raidboss_result_hp,Raid Boss HP
ui_raidboss_mission_title,Raid Boss Mission
ui_raidboss_title_rank,Raid Boss Ranking
ui_raidboss_title_rank_reward,Raid Boss Ranking Reward
ui_raidboss_rank,Rank <%1%>
ui_raidboss_skip_direction_title,Skip Cutscene
unit_name_Redeye,Joan
unit_name_Plumehat,Aria
unit_name_Brownpony,Allain
unit_name_Carrot,Catalina
unit_name_Skyblue,Lane
unit_name_Goldshield,Athena
unit_name_Monk,Noa
unit_name_Redhood,Ivana
unit_name_Highelf,Ladriel
unit_name_Bullygirl,Mathilda
unit_name_Blacksmith,Crissy
unit_name_Pirate,Natalia
unit_name_Gambler,Emma
unit_name_Baba,Barbara
unit_name_Crusader,Kate
unit_name_Jungle,Rima
unit_name_Ladydeath,Meryl
unit_name_Darkelf,Ruin
unit_name_Nun,Maria
unit_name_Ice,Natasha
unit_name_Cook,Salt
unit_name_Fiance,Charlotte
unit_name_Alchemy,Candy
unit_name_Rabbit,Chloe
unit_name_Swordcat,Sana
unit_name_Flower,Hilde
unit_name_Middle,Patima
unit_name_Bdragon,Tia
unit_name_Queen,Margaret
unit_name_Gdragon,Urobo
unit_name_Redhead,Reah
unit_name_Dualcross,Teresa
unit_name_Ass,Camila
unit_name_Foxy,Suyoung
unit_name_Priest,Angela
unit_name_Miko,Miko
unit_name_Rdragon,Behemo
unit_name_Akimbo,Bianca
unit_name_Sugar,Sugar
unit_name_Water,Sophia
unit_name_Guitar,Lucien
unit_name_Harp,Lurein
unit_name_Deathscythe,Iliana
unit_name_Sabre,Meissa
unit_name_Tulu,Yumi
unit_name_Gom,Hari
unit_name_Cleric,Eva
unit_name_Flora,Flora
unit_name_Paru,Paru
unit_nick_Redeye,Red-Eyed Swordsman
unit_nick_Plumehat,Witch of Red Lotus
unit_nick_Brownpony,Saint of Forest
unit_nick_Carrot,Unfortunate Assassin
unit_nick_Skyblue,Azure Thunder
unit_nick_Goldshield,Iron-Willed Commander
unit_nick_Monk,Fist of the Goddess
unit_nick_Redhood,Scarlet Chaser
unit_nick_Highelf,The White Lady
unit_nick_Bullygirl,Hooligan Princess
unit_nick_Blacksmith,Hands of Steel
unit_nick_Pirate,Little Whale
unit_nick_Gambler,Companion of Luck
unit_nick_Baba,Protector of Carnivorous Diet
unit_nick_Crusader,Apostle of Vengeance
unit_nick_Jungle,Man Hunter
unit_nick_Ladydeath,Lady of Death
unit_nick_Darkelf,Conductor of Agony
unit_nick_Nun,Saintess of Battleground
unit_nick_Ice,Cold Heart
unit_nick_Cook,Master Cook
unit_nick_Fiance,Knight of Thorn
unit_nick_Alchemy,Forbidden Chemist
unit_nick_Rabbit,Carrotfist
unit_nick_Swordcat,Sword of Wind
unit_nick_Flower,Flower Fairy
unit_nick_Middle,Jewel of Desert
unit_nick_Bdragon,Calm Sea
unit_nick_Queen,Queen of Mountains
unit_nick_Gdragon,Gigantic Butterfly
unit_nick_Redhead,Kind Wanderer
unit_nick_Dualcross,Witch Hunter
unit_nick_Ass,Assassin of Creed
unit_nick_Foxy,"Light from the East "
unit_nick_Priest,Merciful Hands
unit_nick_Miko,Red Sakura
unit_nick_Rdragon,Heart of Fire
unit_nick_Akimbo,Glittering Bird
unit_nick_Sugar,Sweet Whisper
unit_nick_Water,Fog of Hope
unit_nick_Guitar,Mean Angel
unit_nick_Harp,False Darkness
unit_nick_Deathscythe,Reaper of Battleground
unit_nick_Sabre,Executor of Light
unit_nick_Tulu,Spirit of Abyss
unit_nick_Gom,Honey Fist
unit_nick_Cleric,Rescuer of Light
unit_nick_Flora,The Leaf of Hope
unit_nick_Paru,Knight of Oblivion
unit_story_Redeye,"One of the six princesses of ""Transylvania,"" the kingdom of Vampires famous for its gloomy sky. Peculiarly enough, she is a Half Vampire born from Vampire and Human parents. She didn't get treated very well in the kingdom due to not being a pure vampire, so the king pities her and sends her out of the country often by making her as a diplomatic envoy."
unit_story_Plumehat,"The daughter of ""Great Witch Ancacella,"" the head of the witches' council, ""Dark Moon."" Unlike her mother who rules those well known for their magic, she is famous for her gluttony rather than magical prowess. She loves to roast marshmallows by campfire, making her face red all the time because of the heat."
unit_story_Brownpony,"Born in ""Manimaland,"" the union country of several Human and Demihuman tribes, she is the Grand Chief's only daughter. Her family has been of Druidic pedigree for generations, but she chose to become a priestess. She is famous for wandering the world and taking care of sick people and animals and never ignores the sick."
unit_story_Carrot,"The princess of the ""Turon Empire,"" a country ruled by the empress. Despite not being the daughter of the emperor and quite behind in line of succession, she was beloved by the empress. This incurred the hatred of her older sisters, who sent assassins after her. Having been threatened by assassins too many times, now she even assassinates the assassins and is walking their path to becoming one."
unit_story_Skyblue,"The princess of ""Helvetia,"" a neutral kingdom famous for its commerce. She joined the army to fulfill the duty of royal blood. Even though her mandatory period of service is finished, she refused to return to the royal palace and joined a private military company. Rumor has it that she is actually a warmonger despite her calm appearance, but she claims that rumor is false."
unit_story_Goldshield,"The princess of ""Malta,"" a small kingdom located in a remote area. Despite the king's dissent, she joined the ""Great Wall,"" the united defense troops fighting against the Demon King's army, to prosper her kingdom. She even served as the company commander of the Iron Wall squadron which is said to be the best among the troops. Since she was born and raised in the countryside, she is naive and knows little about the world."
unit_story_Monk,"The princess as well as a Battle Monk of the Order of the Goddess, of the Kingdom of ""Ankara,"" the country where the biggest abbey in the world is located. The Battle Monks were born to protect the abbey against evil forces, and by following its regulation to not use any weapon in battle, they only use their own bare hands and bodies to fight. An overly kind person, she even feels sorry for the monsters she kills."
unit_story_Redhood,"Joan's older sister and the second among six princesses of ""Transylvania,"" the kingdom of Vampires. As a pureblood Vampire, she has tremendous power. However, since she is severely mysophobic, she only uses bow or magic in combat so that blood won’t splatter on her. She even uses a straw every time she drinks blood."
unit_story_Highelf,"The princess of ""Saviour,"" the kingdom of High Elves whose history is the longest among all races in the world. Rumors say she is more than 3,000 years old and has been a princess for over 2 millennia. Her appearance looks young since Elves don't get old, but her preferences are like an old lady’s. She doesn't like her food too sweet or too spicy."
unit_story_Bullygirl,"The princess of the Western Union. Since the country is located in barren land without any proper resource, 90% of its people work as mercenaries in wars between other countries or battles against the Demon King's army. Therefore, the country is practically a giant mercenary union. This kind of environment gave the princess a spiteful tongue and she grew up more ignorant than any backstreet miscreant, so she is called the Hooligan Princess in nearby countries."
unit_story_Blacksmith,"The daughter of the Guildmaster of the ""Great Anvil,"" the union of blacksmiths. It is a taboo for blacksmiths to participate in battles directly. However, as the miners, who provide iron ores necessary to them, were killed by the Demon King, she declared the end of the taboo and joined in the war against the Demon King. Her hobby is to nag her teammates who are careless with their equipment."
unit_story_Pirate,"The princess of ""El Dorado,"" the allied country of pirates that rules over the western sea. As a hot-blooded princess who always says ""finding hidden treasures is the ultimate ambition of a pirate,"" she came to the mainland as soon as she heard the rumor that the Demon King was hiding a tremendous amount of treasures. Though, she gets nauseous whenever she rides a carriage."
unit_story_Gambler,"The princess of ""Vegas,"" the kingdom of gambling. As the kingdom is faced with a threat of bankruptcy since all rich men, the main customers of the kingdom's casino, left their country following the Demon King, she joined the war against him to recover her country's finances. She is good at detecting various tricks and traps, thanks to her experience in spotting cheaters. She's also skilled in taunting or driving enemies into chaos with words."
unit_story_Baba,"The princess of ""Barbaria,"" a nomadic tribal nation. She joined the war against the Demon King since he took the men needed for looking after horses and sheep. She doesn't talk much and usually prefers to listen to others' opinions, but speaks firmly if it is about meals. She detests having any meal without any meat."
unit_story_Crusader,"The last royal descent of ""Ethos,"" a kingdom fell under the Demon King's army. As her kingdom was destroyed while she was working for the ""Great Wall,"" the union defense troops against the Demon King, she deserted them and founded the ""Crimson Crusaders"" for vengeance. She tends to overreact to everything related to the Demon King."
unit_story_Jungle,"The princess of ""Amazones,"" a country located deep inside the jungle at the continent's southernmost part and ruled by a Queen. As all men in the Amazones disappeared because of the recent Demon King incident, she emerged from the jungle to defeat the Demon King and retrieve the men he took. Since men are expected to do housework in Amazones, her home looks like a total disaster area."
unit_story_Ladydeath,"The princess of ""Romanetia,"" the kingdom of Undeads. A long time ago, Romanetia was the strongest Human kingdom, but they chose to side with the Demon King. After losing the war, the Demon King was sealed, and Romanetia received a curse that turned the whole kingdom into the land of Undeads. She joined this war to remedy her ancestors' choice and lift the curse with honor. She uses perfume often but can't smell it."
unit_story_Darkelf,"The princess of ""Underdome,"" the kingdom of Dark Elves whose history can be compared to that of High Elves. She is often misunderstood as an underling of the Demon King because of her evil-looking appearance, but she had never worked under him. However, her atrocious magic makes people think that the Dark Elves are more evil than Demons."
unit_story_Nun,"The third princess of ""Cavithan,"" a theocratic country ruled by the pope. She is a stepdaughter of the pope as well as an Exorcist Nun of the Central Abbey. With the rapid decline in the number of believers, she received an oracle from the Goddess and joined the war against the Demon King. She is a master with rifles that can fire divine power instead of bullets and likes to preach to her teammates."
unit_story_Ice,"The princess of ""Shyberia,"" the ice kingdom located far north. Originally, she came as an envoy for trading ice with Romanetia, but got marooned since all the ships disappeared following the outbreak of the Demon King Incident. Although she looks innocent, she is a heavy drinker who loves strong liquor and tends to fire magic recklessly to burn the calories gained from drinking."
unit_story_Cook,"The first princess of ""Talia,"" a country famous for its delicious cuisine. As she is crazy about cooking, her interest is in the indigenous products growing in the regions under the Demon King’s rule, rather than defeating him. She likes to cook with ingredients she’s never seen before and test its taste on her teammates."
unit_story_Fiance,"A would-be princess who was engaged to the prince of ""Francisco,"" a wealthy kingdom. She was looking forward to marrying the young prince, but when the Demon King Incident broke out, he left her and followed the Demon King. Enraged, she founded an army and declared that she would defeat the Demon King. She is a former Head Knight of Royal Knights of Francisco and a self-made person, but quite insecure about her age."
unit_story_Alchemy,"The princess of ""Alchedonia,"" a kingdom famous for alchemy. Being one of the countries that earn the most money following the outbreak of war, the kingdom dispatched the princess as soon as the Demon King incident broke out in order to promote their recently invented potions. She tends to overuse potions in battle, which sometimes leads to weird side effects after the battle."
